response_id,prompt_id,response_text,response_time_seconds,quality_score,response_created_at,response_status
976,976,Many question once very pattern central. Professor fund also a night. Garden research walk executive. Nor floor threat determine reason future.,12.77,5.5,2026-02-06 23:11:51,Success
977,977,That heart easy claim expect audience capital its. Against arrive government against.,5.91,9.9,2026-03-11 08:53:32,Success
978,978,Enjoy imagine attention out moment. Large miss practice top you.,8.29,4.8,2026-04-20 04:14:34,Failed
979,979,Reality American bill west at. Source south answer early.,7.05,1.0,2026-03-25 23:59:18,Partial
980,980,Mean health example more. Economic present ten approach Congress.,14.44,6.6,2025-05-14 12:04:04,Failed
981,981,Truth beautiful likely network answer citizen training all. Upon magazine with use material. Situation lawyer table garden west help ground. Former those debate tonight mean.,14.6,1.0,2026-01-01 13:03:18,Partial
982,982,Dark sign return blue anything. Person off he dog any peace. Court economic present these.,4.46,3.3,2025-07-27 05:53:44,Failed
983,983,Find pressure fire section. Let century economy. Catch somebody add key response floor.,6.01,4.2,2025-06-25 05:08:10,Failed
984,984,Spring local church usually toward. Where none each writer produce law.,3.58,8.6,2026-04-14 14:28:47,Partial
985,985,Economic company example join force long collection. Project citizen scientist simple. Medical deal left born hear Congress. Most short owner be prove.,1.16,7.7,2026-03-25 14:27:17,Failed
986,986,Store group bar quickly free. Attack religious once finish staff prevent fall fear. Should certain station accept election. College their within these scene heart.,1.51,1.8,2025-12-03 09:40:19,Failed
987,987,Eight three skin maybe like maintain. Share by range heart voice security. Quickly direction majority serve well tough sea traditional.,2.28,2.3,2026-02-03 06:46:16,Failed
988,988,Something finally baby low.,14.98,8.9,2026-02-08 11:43:47,Success
989,989,Drop red interest pull black best professional.,9.35,9.6,2025-05-13 05:09:30,Partial
990,990,Peace soon second history environmental loss successful maintain. Positive response represent project cut. Set senior majority tonight.,13.32,9.5,2025-09-16 18:31:08,Failed
991,991,Quite institution this minute meet girl. Body foot structure quality ball instead nice.,4.29,7.8,2025-12-20 11:03:23,Partial
992,992,Not inside second. Economy police game third finish receive.,4.46,7.0,2025-06-22 14:25:03,Partial
993,993,Debate free worker cost end. Use member health parent attack campaign.,5.45,5.1,2025-07-03 18:27:16,Failed
994,994,Late school find style record hold magazine. Moment number still physical wrong. Be interesting difference girl manager.,5.26,9.2,2025-05-28 02:49:27,Success
995,995,Home themselves writer Congress girl. Rule instead card above building lot if.,9.87,1.0,2026-04-29 08:19:49,Partial
996,996,Maintain data blue paper.,0.56,1.1,2025-12-15 22:56:43,Success
997,997,During you prepare student guy generation. Above small community activity country individual. Political good lawyer hot rule.,6.49,9.1,2025-07-11 21:02:31,Failed
998,998,Finally assume son they study report describe. Light adult sell final. Company know ten would debate soldier camera. Skin stuff ball news real.,7.59,4.5,2025-07-06 01:39:24,Success
999,999,Strong music rather investment station.,11.92,6.8,2026-02-05 13:40:06,Success
1000,1000,Measure world whom product no customer. Report behind us maybe. Level somebody air vote. Interest hotel hot result pattern lose.,8.31,9.0,2025-11-21 06:37:05,Failed
